id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
4403,376 California St,pending,248202,3,1,3916,33.50333300015654,-112.07097921659421
4404,577 Walnut St,active,291894,4,1,1229,33.40412645878502,-111.95376910685016
4405,224 Mission Way,pending,110941,4,1,2425,33.36820450256062,-111.98874512262813
4406,138 Euclid Trl,sold,158198,2,3,2855,33.44630778723427,-112.1767760090125
4407,405 Turk Cir,active,188867,3,2,1688,33.401026265288905,-112.07661385966067
4408,285 Pine Blvd,sold,187068,5,1,1139,33.40689257909299,-112.2458990629789
4409,100 Texas Dv,active,118191,3,1,3682,33.55613531721986,-112.27879521384489
4410,389 California Ave,sold,174775,5,3,2568,33.56917639015585,-112.25844646717037
4411,113 5th Rd,pending,236041,3,1,1210,33.55006264332948,-111.96274674816344
4412,297 Walnut Trl,pending,132859,4,2,3846,33.501539428269105,-112.17943716556353
4413,294 8th Dv,pending,175169,2,1,3001,33.57347040518789,-111.91091690030795
4414,231 1st Dv,pending,279797,2,2,2643,33.36390902263968,-111.98972120864863
4415,536 Euclid Cir,sold,160666,5,1,3109,33.57345073839558,-112.02123327174556
4416,81 9th Blvd,sold,202577,2,1,2235,33.43034146650699,-112.01061865745022
4417,148 2nd Way,active,123065,2,3,1558,33.489337978502576,-112.21528256940273
4418,497 4th Cir,sold,186428,4,1,3223,33.516443857366184,-112.08706347425586
4419,543 Sutter Vis,sold,252258,2,1,2594,33.58249659824417,-112.16490396318505
4420,349 Post Cir,pending,258673,3,3,2146,33.51789338796921,-111.88955177296032
4421,227 Post Pl,sold,164127,2,3,3498,33.44947472243006,-112.32142534416396
4422,65 2nd Cir,pending,269969,2,3,2110,33.46697267752941,-112.21946353354416
4423,546 Mission Blvd,active,244878,5,1,2672,33.38036327197746,-111.90553241622636
4424,383 9th Trl,sold,219581,2,2,3743,33.42452379374144,-112.06100523542084
4425,320 5th Vis,pending,158401,5,2,1680,33.47628147568734,-112.34652222993262
4426,181 Sutter Wl,sold,171849,3,3,3335,33.49619466860305,-112.24644361097522
4427,641 3rd Trl,sold,279878,3,1,3767,33.50493737316397,-111.88996578489645
4428,792 9th Way,active,123471,2,3,1329,33.43259075222946,-112.30606331097478
4429,529 Post Blvd,pending,257701,3,3,2661,33.403917372919125,-112.33446803890706
4430,604 Wall Ave,sold,125301,2,3,2776,33.40606627961426,-111.98812101315433
4431,167 California Way,pending,152462,2,2,2919,33.57994185556923,-112.30839041761709
4432,611 Wall Cir,pending,258408,2,1,2341,33.38711088599407,-112.24788097348046
4433,156 1st Blvd,sold,122148,4,1,2294,33.49917285194534,-111.88275975247329
4434,59 Texas Wl,pending,278352,5,1,3094,33.435140189918556,-112.21531949701597
4435,647 Pine Trl,sold,293518,4,3,1424,33.49230207628555,-112.35912061591982
4436,36 Bush Pl,pending,274586,4,2,3216,33.46015409488425,-111.91103006503009
4437,673 8th Cir,pending,189885,4,3,3832,33.530139229302314,-112.07969011123691
4438,704 Pine Vis,pending,183736,2,1,2513,33.405611695310085,-111.97698511474039
4439,499 Blake Cir,pending,141819,5,2,1619,33.438730652669925,-112.24787944966545
4440,107 Euclid Rd,sold,142097,3,1,3760,33.570515758774974,-112.04300343949933
4441,155 Turk St,pending,134389,5,3,2126,33.51696454078928,-112.22535220880131
4442,185 Franklin Dv,pending,204007,4,2,2278,33.486676754258596,-112.26994757137535
4443,30 6th Vis,active,233063,2,2,3424,33.40762411544446,-112.30040645670671
4444,645 Texas Way,active,228092,2,1,1098,33.37464970130792,-111.97545523148915
4445,656 Blake Blvd,sold,175758,4,3,3918,33.41848010579859,-112.31388947882255
4446,714 5th Trl,active,104301,4,3,3648,33.5563009698836,-112.12092020868315
4447,141 5th Vis,pending,232044,3,1,3620,33.58732454663369,-112.14934750294059
4448,255 Pine Cir,pending,250621,2,2,2215,33.47490574441703,-112.30089886623442
4449,540 Turk Blvd,pending,205780,5,2,3911,33.43495902645495,-112.11974054474794
4450,471 Sutter Cir,sold,256422,3,1,3927,33.43276039466803,-112.31439505999623
4451,601 8th Vis,sold,255410,3,2,1767,33.58292234479254,-112.06752758881446
4452,318 Sutter Vis,active,233843,2,2,1943,33.37755569496024,-112.25246618291797
4453,287 Turk Rd,sold,146562,2,1,3244,33.40966066550091,-112.20000125369526
4454,314 Post Rd,sold,193196,4,3,3306,33.46306242022422,-112.03269213459605
4455,742 2nd Rd,active,175130,4,3,3568,33.531557148596875,-112.22428584982879
4456,289 4th Wl,pending,279711,2,2,3309,33.411921094411944,-112.31685906278949
4457,615 3rd St,pending,212381,5,2,3662,33.55861071543811,-112.05079457444063
4458,421 2nd Rd,pending,183388,3,3,3063,33.4417498900539,-112.20946702376789
4459,793 Franklin Pl,sold,234859,2,3,3640,33.38009833708354,-112.05130512156964
4460,405 Walnut Ave,sold,142158,2,2,1107,33.586536366104546,-112.2460629338333
4461,636 8th Ave,sold,122082,5,1,3001,33.471336589105604,-111.8847405083259
4462,747 Sutter Trl,sold,272674,4,3,3156,33.372125617638346,-112.00843371650878
4463,742 Pine Rd,active,110410,3,3,1451,33.48275515273129,-112.19915202326845
4464,627 2nd Vis,pending,282199,3,3,1545,33.38796133785151,-112.35827635358974
4465,72 Pine Wl,active,142073,3,3,3861,33.57117667280329,-111.9107114989881
4466,797 Turk St,sold,153846,3,3,1716,33.57384113219861,-111.88186674755728
4467,395 2nd Vis,active,191203,4,3,2469,33.44615150888998,-112.05833174996427
4468,193 Blake Trl,sold,214347,4,1,1262,33.40392745681608,-112.25526437927464
4469,334 1st Pl,active,256502,2,3,3620,33.54129160940033,-112.2410249146995
4470,24 Wall Blvd,pending,103010,2,2,3561,33.554050921576234,-111.8925981743466
4471,336 6th Cir,active,271993,4,1,2602,33.43371781654591,-111.99572952184428
4472,174 Page Vis,pending,272452,3,3,3007,33.575626556695475,-112.04829361999948
4473,171 4th St,active,285895,4,2,2023,33.418182099120855,-112.2177488858203
4474,69 6th Cir,active,260124,4,3,1068,33.41947061270013,-112.28288320260648
4475,307 5th Dv,sold,122564,4,1,1328,33.46961540282418,-112.32025454832248
4476,614 Wall Cir,pending,295788,3,3,3044,33.482213946897325,-112.29068542079544
4477,513 5th Cir,pending,207777,2,3,2864,33.455604130616656,-111.93167405968285
4478,635 California Wl,pending,160135,3,3,2689,33.36088859082175,-111.94181665468808
4479,71 Page Rd,active,198739,4,1,1915,33.388461418371065,-112.28135812236128
4480,788 2nd Blvd,sold,242283,4,3,2648,33.44105876770805,-112.1780621638039
4481,631 Sutter Trl,sold,128176,5,3,2131,33.47208155183574,-112.00366612300598
4482,675 6th Vis,pending,245269,3,1,3530,33.5476974483101,-112.25400886859713
4483,439 Indiana Blvd,pending,297280,2,3,2535,33.5087278065636,-112.15477059379276
4484,197 Franklin Cir,sold,116323,2,3,1018,33.48176917600043,-112.1805825654705
4485,17 6th Wl,pending,195443,2,2,1904,33.56313287834316,-112.29229217579547
4486,727 4th Pl,sold,206843,4,3,2221,33.53404932271129,-112.07789093807742
4487,215 California Blvd,active,244759,4,1,3636,33.430619777479265,-111.99465490854631
4488,668 9th Ave,active,177332,5,2,3895,33.39366485100449,-112.24327950829615
4489,594 Blake Pl,pending,268704,4,1,1968,33.57456819875974,-112.15402866813857
4490,600 Post Pl,active,263608,2,1,3462,33.41845949842113,-112.30223439817226
4491,364 Euclid Way,sold,238567,3,1,1992,33.4284689619426,-111.8961769415173
4492,534 6th Blvd,active,270198,4,2,2520,33.57178418211177,-112.14553157662066
4493,555 Walnut Dv,sold,298658,3,2,2295,33.48315971188353,-112.00525539526625
4494,118 Euclid Cir,sold,235697,2,2,3632,33.587805071059016,-112.14718155401965
4495,45 Franklin Pl,pending,241891,4,2,3274,33.57221286388393,-112.01735848917176
4496,520 8th Dv,pending,119952,3,2,2463,33.37918334957088,-112.30354156811727
4497,360 California St,active,227772,5,3,3719,33.567598119620506,-112.21489376875459
4498,364 1st Pl,active,210266,5,3,2183,33.42799249075908,-112.09222132466472
4499,721 5th Pl,active,114044,4,3,3845,33.361258458862196,-111.87796702538245
4500,646 Franklin Cir,sold,116093,4,1,2791,33.54476013896202,-112.23980330003829
4501,729 Indiana Ave,sold,274377,2,3,1265,33.583007919827395,-112.28858021033601
4502,420 Walnut Wl,sold,153749,3,2,2730,33.398880798667456,-111.93681532472166
4503,22 Euclid Wl,sold,189317,5,1,2117,33.57912297579065,-111.9656327715889
4504,233 5th Way,sold,162758,4,2,1787,33.4768425884828,-112.12207099633106
4505,113 Mission Blvd,pending,193080,5,2,2583,33.54345073225083,-112.29692422434987
4506,321 Wall Dv,sold,173520,2,1,2784,33.37276919428863,-112.18760671797617
4507,40 Walnut Pl,pending,108261,4,1,1031,33.450292507223715,-112.17729226257836
4508,438 9th Trl,active,132539,3,1,2996,33.519573954655186,-112.2406975800733
4509,788 Page Dv,sold,117440,3,2,3503,33.50286437385271,-112.16686906767981
4510,297 Blake Way,active,167174,3,3,3286,33.526718240975136,-112.31407974169095
4511,463 Turk Blvd,sold,171040,3,3,1053,33.571254561803414,-112.04785810328218
4512,489 Mission Blvd,pending,255016,4,2,1347,33.491185996742246,-111.98182463481432
4513,790 Post St,active,123060,5,3,1227,33.43899218478143,-112.20167664401636
4514,366 2nd Wl,sold,261903,5,1,3105,33.40840630021916,-111.97427257308345
4515,601 California Wl,sold,138503,2,2,2714,33.4169587030723,-111.96081028202542
4516,143 4th Rd,active,273910,5,2,1530,33.37494555470411,-111.9958757422418
4517,718 Geary Dv,pending,185499,4,2,2697,33.53566693563016,-112.08858271722379
4518,328 3rd Blvd,active,125148,4,2,3961,33.47341294293778,-112.13392233478164
4519,352 Geary Wl,pending,132985,4,2,3002,33.41673934534483,-112.27222184548218
4520,471 California Pl,sold,273751,2,1,1157,33.51677724155158,-111.93592218124128
4521,727 Geary Blvd,active,155577,5,3,3492,33.385558120548524,-112.02336213265286
4522,392 1st Ave,sold,230072,4,1,2069,33.47191943972864,-112.22052370124317
4523,687 Geary Trl,sold,173154,4,3,2685,33.477526531853876,-111.94147676473793
4524,71 3rd Ave,pending,124500,3,3,3418,33.52228924779209,-112.21833998271627
4525,447 Post Ave,active,289794,2,1,2108,33.5877265630833,-112.12834779543235
4526,170 8th St,pending,236606,3,2,1724,33.537579047358065,-111.92065628676528
4527,18 Turk Wl,active,211284,2,1,1553,33.49932514622358,-112.31988461013307
4528,632 8th Vis,active,196552,5,2,2501,33.53228647179659,-111.89741867052408
4529,239 California Wl,pending,107202,2,2,1910,33.43436187075655,-111.9416156578649
4530,545 Euclid St,active,243463,2,3,3558,33.56652889264956,-112.22977136397544
4531,222 1st Ave,pending,239498,3,1,2530,33.52308223966738,-111.88207978251972
4532,275 Pine Ave,pending,269690,2,1,1348,33.433583183116106,-112.1573068963345
4533,82 Indiana Blvd,sold,298258,4,2,3666,33.36791683916173,-111.96830748533775
4534,157 3rd Blvd,active,104052,3,2,1770,33.51606129647996,-112.11639521719003
4535,445 Blake Way,sold,165110,4,3,2024,33.442675377153805,-111.90242445580837
4536,524 5th Ave,active,147771,3,1,3933,33.5072295692405,-111.9194887356493
4537,646 Pine Vis,pending,113956,3,2,1600,33.519957217419226,-112.3454186551749
4538,654 3rd Way,sold,186159,3,3,2567,33.472901332065206,-112.08403453139267
4539,132 Turk Blvd,pending,274790,4,2,2181,33.45767612026039,-112.03848569622858
4540,175 Pine Wl,pending,228590,2,1,3511,33.545386057152186,-112.21404258351482
4541,744 2nd Rd,sold,162936,4,3,3518,33.533646497659255,-112.2395916571523
4542,508 3rd Cir,sold,246648,4,1,3551,33.44219921460706,-112.09251239753219
4543,705 9th Cir,active,172595,2,1,1007,33.515754250152504,-112.07007177344107
4544,296 4th Blvd,sold,263728,2,1,1847,33.39022162334121,-112.15667835926754
4545,86 Blake Rd,sold,183985,3,3,3472,33.528178567293445,-111.9997587493672
4546,147 5th Pl,pending,222147,2,3,1975,33.454815446674026,-112.07971622915097
4547,21 Indiana St,pending,187214,4,2,1083,33.39046419646105,-111.98968382312454
4548,157 Wall Pl,active,191540,4,1,2770,33.43718162164726,-112.23236888579507
4549,796 Post Wl,pending,150131,2,1,1704,33.46954989446552,-112.33749527355002
4550,43 Walnut Trl,active,148917,4,1,1245,33.4856574010703,-112.15412759165903
4551,253 Post Cir,sold,258922,4,2,3756,33.45254940092857,-112.06822716047134
4552,354 1st Trl,active,115678,3,1,3941,33.375563744662365,-112.30539368338562
4553,603 Mission Rd,sold,110516,5,2,3754,33.407388480240265,-112.294561134686
4554,596 9th Vis,active,298933,5,2,2455,33.40494261467915,-112.26510783368505
4555,118 7th Wl,active,206531,2,1,1198,33.37515080940399,-112.12437080076826
4556,33 California Cir,pending,221058,3,1,2564,33.459433245059365,-112.15092031632159
4557,759 California Ave,sold,116754,3,1,2746,33.39331713891655,-111.9610190690109
4558,100 Texas St,active,246519,2,2,1999,33.41721969412329,-112.0927411241012
4559,371 Walnut Vis,active,217162,3,1,3372,33.43826940532681,-111.9894185757736
4560,320 Pine Blvd,sold,132245,4,3,1659,33.367337835131956,-112.25430311803066
4561,396 6th Pl,active,295854,4,2,1224,33.49706797699249,-112.10874167035456
4562,690 Sutter Trl,sold,188582,4,2,1457,33.45948956007456,-112.26275436684682
4563,566 Bush Trl,sold,155219,4,1,2870,33.447953273301515,-112.01511598281834
4564,346 Franklin Pl,sold,168402,2,2,1386,33.53972648145814,-112.20478894300145
4565,101 Euclid Pl,active,238564,4,1,3759,33.448042473436956,-111.89685741874143
4566,626 Bush St,sold,254702,5,1,2576,33.58468706931935,-112.35010571746773
4567,66 Indiana Way,pending,183483,5,2,1340,33.51020576162013,-112.18337400577248
4568,120 7th Dv,pending,101777,2,3,3915,33.40783924318585,-111.95238229876968
4569,735 Wall Pl,active,205936,3,3,3478,33.57475601877396,-112.01553886533623
4570,777 5th Wl,sold,123415,3,2,3318,33.57558618881521,-111.9772709535966
4571,555 Bush Trl,sold,272422,5,2,1606,33.44674097848059,-111.88503674786348
4572,184 Turk Ave,sold,257783,3,3,2620,33.56473013015542,-112.0339886874748
4573,550 Wall Pl,pending,266749,3,2,1236,33.52842010991425,-111.98827981160848
4574,116 Bush Trl,sold,270441,5,3,2845,33.511748509128964,-111.97406311341433
4575,767 Geary Wl,pending,186015,4,1,2695,33.36220524122155,-112.04260724341485
4576,195 Texas Rd,pending,226120,5,2,3049,33.535670461517554,-112.2013945392658
4577,255 Blake Pl,pending,282575,2,2,1069,33.54867096971654,-112.35066823442996
4578,286 Blake Way,active,149914,3,1,1179,33.426936339487625,-112.0395097496448
4579,773 6th Cir,pending,177019,3,2,2405,33.40999916718367,-112.22450959428662
4580,379 3rd Dv,active,103616,5,3,2794,33.50282524687247,-112.16478501347419
4581,736 Sutter Pl,sold,225268,3,2,1032,33.440846707326415,-112.10484977331586
4582,630 2nd Dv,pending,298492,3,2,3225,33.58320052132834,-111.95044500652232
4583,621 Euclid Vis,sold,180361,2,3,1737,33.447197415811196,-111.99848495326738
4584,506 Sutter Wl,pending,155211,4,2,1688,33.45828785720834,-111.95708342063318
4585,392 Wall Pl,active,208273,4,2,1107,33.57743169007948,-111.93108947888254
4586,245 8th Way,pending,205476,4,3,2147,33.47945954311557,-112.08371592045457
4587,469 5th Ave,sold,272167,2,2,2233,33.406335938023155,-112.14168777261798
4588,468 4th Dv,pending,208644,2,1,2820,33.45577271023822,-112.19414564681708
4589,697 8th Pl,pending,249172,4,2,3522,33.39693042104513,-112.28447512107607
4590,64 Turk Vis,sold,167635,3,2,3471,33.45590387686616,-112.13704318498752
4591,382 7th St,pending,146311,4,2,3445,33.423608843599325,-111.87895143899536
4592,124 6th Ave,active,285667,3,1,2448,33.39461328085156,-112.00113414828685
4593,67 4th Rd,pending,196992,2,2,2447,33.48053878168462,-111.89302035244356
4594,601 Indiana Cir,sold,156354,2,2,2516,33.56245921280248,-112.25717907605683
4595,538 Indiana Trl,active,141707,5,3,1681,33.48443402841761,-112.32117381842029
4596,288 Texas Dv,active,285674,4,1,1994,33.479429626813584,-112.04311692783537
4597,621 Page Cir,pending,179593,4,2,2026,33.398436158547504,-112.0881991698744
4598,695 3rd Pl,sold,273199,2,2,1022,33.51185408456776,-112.0341658080875
4599,411 Indiana Vis,sold,165517,3,2,2584,33.40013734927219,-112.2642321413215
4600,10 Texas Way,pending,138897,5,1,2682,33.36644065820628,-112.26665002107592
4601,295 5th Wl,pending,113928,4,1,3945,33.449746667067295,-112.11671732175533
4602,19 Blake Blvd,pending,223887,3,2,2204,33.50745454941236,-112.3586909973541
4603,611 1st Vis,sold,213090,3,2,1215,33.51106368552976,-111.9812009238935
4604,272 Blake Pl,sold,198048,5,3,1805,33.388726208146075,-112.12999810212605
4605,546 9th Cir,pending,190029,2,3,3071,33.36451917981082,-112.0415676596056
4606,277 2nd Ave,pending,194822,5,1,3437,33.405760749151455,-111.98264751180544
4607,183 Indiana Dv,sold,116815,4,1,3136,33.545286438369125,-112.00011679425928
4608,59 9th Ave,sold,173375,2,3,3281,33.49305294590742,-111.88501352014208
4609,108 3rd Blvd,pending,299228,3,1,3755,33.50255513977141,-112.3042381147455
4610,99 4th Blvd,pending,182284,5,3,2951,33.407886678823964,-112.28878447043905
4611,582 Blake Dv,sold,117868,5,3,2371,33.5044746524265,-111.88842597948712
4612,188 Wall St,active,124133,2,1,1635,33.38521665403451,-112.06452736223052
4613,609 8th Way,sold,118357,4,3,2370,33.382218897470146,-112.15980560404924
4614,594 Page Trl,active,161573,3,1,2845,33.482582397016905,-112.11763856803039
4615,576 Turk Blvd,active,260016,4,1,3171,33.532841617272155,-112.06274859917006
4616,680 1st Dv,sold,150533,2,2,2917,33.39124622395268,-112.22080869691509
4617,346 Post Vis,active,152656,3,3,2733,33.365681339329235,-111.91068858873379
4618,299 2nd Cir,pending,205716,2,2,2860,33.45215533032734,-112.3385454277478
4619,73 6th Cir,sold,261094,5,2,2589,33.553177841616716,-111.92038170449958
4620,316 2nd Trl,pending,174072,2,3,1918,33.385641838187716,-112.33871603901439
4621,262 9th St,active,166969,2,2,3165,33.497753476480135,-111.89593755015879
4622,506 Walnut Rd,sold,249787,5,3,1888,33.378917863648304,-112.29159444958309
4623,21 7th Trl,pending,155694,5,1,1703,33.45727091899653,-112.3453475654723
4624,671 9th Cir,sold,223364,4,2,3235,33.4287088595331,-111.9041011134906
4625,365 Geary Ave,sold,233010,5,1,1205,33.50725782474431,-112.30454202848719
4626,65 Turk Cir,active,273104,3,2,1470,33.491706868149926,-112.10864870823092
4627,653 Walnut Way,pending,149836,5,3,3085,33.45463068797558,-112.136736128171
4628,385 3rd Rd,active,268480,3,2,1379,33.475601431146,-111.94123526880692
4629,252 Texas Ave,active,201836,3,2,1416,33.49370219811485,-111.97762174328619
4630,342 7th Ave,active,155150,5,1,2137,33.50848203646806,-112.01835833650485
4631,715 1st Blvd,active,160921,3,1,2710,33.38899741946591,-112.03476342419526
4632,690 Post St,pending,161996,5,3,1648,33.391738192624196,-112.25810212401417
4633,496 Pine Dv,active,251352,5,2,1216,33.45541675316854,-112.23075759421926
4634,300 1st Wl,active,158077,2,2,2236,33.39353520993696,-112.29348302002859
4635,65 Geary Way,sold,137006,5,3,2468,33.48832587397688,-112.02992622948551
4636,73 Indiana Ave,sold,103744,3,3,2643,33.57952514334006,-111.9681734453906
4637,131 Franklin Dv,sold,188727,4,3,2694,33.52319918203838,-112.22135715005322
4638,335 Page Dv,sold,210258,4,2,3057,33.49461205506739,-112.0696294847588
4639,216 Pine Vis,pending,141067,2,3,3234,33.507492247998776,-112.35513489442215
4640,60 Walnut Trl,sold,153303,2,3,1433,33.59274609907745,-112.03196277354715
4641,518 Pine Rd,pending,280308,5,3,1514,33.4679025572385,-111.96346773858144
4642,427 7th Wl,active,127234,2,1,3449,33.59390039617548,-112.12118668357515
4643,397 Texas Ave,active,268370,4,3,3847,33.52266679913016,-112.10858562180671
4644,735 Blake Trl,sold,230935,5,2,2543,33.472533323317464,-112.01340201585994
4645,369 3rd Trl,sold,110286,2,2,3910,33.42255860154485,-112.2962454682381
4646,675 Geary Cir,active,146587,3,1,2044,33.398131354756686,-112.09529963309402
4647,544 6th Rd,active,157786,2,2,2873,33.40449752235546,-112.15411454775032
4648,96 Page Vis,active,248311,5,2,2490,33.56153843578701,-112.15076364066255
4649,719 Euclid Trl,active,192658,5,2,3935,33.40293627031327,-112.22051797475496
4650,66 Sutter Blvd,pending,113840,4,2,3803,33.58407007593766,-112.0543683936872
4651,786 Bush St,pending,129713,4,1,1790,33.588704250994276,-111.97856201228656
4652,201 7th Vis,sold,233295,5,3,2381,33.54667144155871,-112.04142226704701
4653,455 Page St,pending,259397,5,1,1123,33.44914752364356,-112.26469636138474
4654,556 4th Cir,pending,217492,5,1,2995,33.38904348571777,-111.87459125282899
4655,463 Franklin Cir,active,285837,2,1,2625,33.36098109294753,-112.15917246673166
4656,279 Geary Rd,sold,278000,2,3,1740,33.41859722869623,-112.05923533799712
4657,61 Page Vis,pending,136559,4,1,3191,33.36378342615755,-112.09096067497389
4658,64 Bush Blvd,sold,168419,4,2,1451,33.50641359316888,-112.32696598049749
4659,335 4th Pl,active,246390,3,2,3130,33.44064772077362,-112.09524882010314
4660,627 6th Cir,pending,238169,3,1,1672,33.423296260439045,-111.89392274719009
4661,680 Geary Trl,active,119940,3,3,2366,33.55367477404871,-112.01809237340764
4662,580 Franklin Trl,pending,147290,4,1,3859,33.53516353684638,-112.03869883170624
4663,75 Mission Way,active,140919,2,3,3607,33.57227769475196,-112.05417244535316
4664,455 2nd Rd,pending,116673,3,1,3292,33.556091549078886,-112.2695304885582
4665,683 Bush Rd,active,281372,3,1,1956,33.5619637000669,-111.90321909492847
4666,605 Bush St,sold,272272,5,2,1067,33.42416590754392,-112.21983226080636
4667,201 1st Rd,active,254499,2,2,1367,33.44960683099427,-112.02285222889095
4668,89 5th Rd,pending,159019,5,3,3102,33.55645426707911,-112.35786301592677
4669,607 6th Way,pending,261450,3,2,1011,33.57932818475415,-111.98744223026388
4670,317 Post Dv,pending,185317,4,1,1670,33.5274440682214,-111.97405294712941
4671,100 Sutter Way,active,133152,4,1,3852,33.58330025327776,-111.88121208186398
4672,651 Bush Wl,sold,239635,5,1,2910,33.56319993152271,-111.91574388658728
4673,603 4th Vis,active,265910,5,3,1421,33.4070254720444,-112.28650703508615
4674,197 Pine Cir,pending,203210,5,3,1524,33.43665930505806,-112.1923092932071
4675,258 Blake Vis,sold,225202,5,3,3094,33.54202151447601,-112.3253647978039
4676,577 7th Dv,active,122175,3,1,3470,33.39591720694652,-112.1112280193004
4677,246 Wall Vis,active,209703,5,3,1479,33.52751313908789,-112.30646614527572
4678,148 4th Pl,active,186435,5,2,1318,33.45678479637204,-111.93045135229868
4679,585 5th Vis,pending,259408,4,2,1175,33.43324185380217,-111.96447335025849
4680,109 9th Trl,pending,177518,2,2,3507,33.568925148954456,-112.13258931605883
4681,638 Blake Way,pending,200418,5,1,1249,33.55746121119975,-111.8775928037988
4682,171 6th Pl,active,299649,3,2,2838,33.40507589693305,-111.904171753983
4683,291 1st Wl,sold,264469,3,1,1793,33.50103933901539,-111.95353657215516
4684,707 Pine St,active,251778,2,3,3712,33.560874552419676,-112.05472907242992
4685,371 1st St,active,125469,5,1,1307,33.53760077359149,-112.30811069727235
4686,274 Turk Way,active,132948,4,1,1312,33.539650500897885,-112.26216611037668
4687,740 7th Blvd,active,125337,3,2,3962,33.40117536169604,-111.91125805305377
4688,713 Bush Rd,active,293306,2,3,2464,33.449985660709174,-112.16627336202329
4689,440 Franklin Ave,active,223987,5,3,1031,33.441838395850866,-112.02473115079404
4690,28 1st Cir,active,187637,2,3,3330,33.433476305696644,-111.90846368339709
4691,348 California Vis,active,110922,2,3,3192,33.401547619506005,-111.93380163122464
4692,69 8th Ave,sold,192368,4,3,2637,33.46784550266215,-112.1618727681184
4693,96 Bush Way,pending,229619,5,3,2915,33.447721692178824,-112.224657325286
4694,295 Euclid Cir,sold,257205,3,2,1224,33.466795281238774,-112.30115605062231
4695,337 Texas St,pending,231253,4,1,2877,33.537299327075594,-111.89290236769871
4696,694 2nd Wl,active,100595,2,2,2625,33.44978159764522,-112.0254099664198
4697,271 Mission Vis,sold,162340,2,2,2966,33.54531559312526,-111.9091042529271
4698,396 Geary Dv,sold,278000,2,1,2816,33.37170434307445,-112.04115504482202
4699,728 Wall Way,sold,253863,4,1,2361,33.50212869964806,-112.28776232548921
4700,271 9th St,active,164454,2,2,1483,33.48847102820699,-112.20410506902081
4701,107 Post St,pending,178225,5,1,1292,33.408871791839225,-112.15663420503508
4702,641 Euclid Dv,pending,221279,5,3,2095,33.580823755093554,-112.0359064194447
4703,705 1st Wl,active,259576,5,1,1877,33.39162734772243,-112.2439326535141
4704,548 Wall Dv,pending,123326,2,3,3205,33.40394947925066,-112.21321445870346
4705,66 Blake Cir,sold,298374,5,3,1202,33.37467657967676,-112.31428145054755
4706,161 Euclid Pl,pending,153357,4,1,3572,33.445081907592936,-112.19549142781369
4707,152 Franklin Dv,pending,157384,2,3,2544,33.591943484977946,-111.87327275702681
4708,343 Sutter St,active,266995,4,2,3372,33.48709485070526,-112.30544526156497
4709,486 Bush Rd,sold,174457,5,2,2062,33.548866189119344,-112.12276992642435
4710,182 1st Vis,sold,113057,4,2,3129,33.473350553081836,-112.25962021895384
4711,796 Indiana Rd,pending,199616,2,2,2891,33.57761451314497,-112.14831172941842
4712,236 Geary Dv,sold,151824,2,3,3618,33.58982087555414,-112.1601292913816
4713,560 Wall Trl,sold,128545,4,3,1040,33.53596755781592,-112.29035843708027
4714,757 4th Wl,active,173560,4,2,2802,33.466668291148245,-112.1190459892718
4715,322 Wall Ave,pending,248344,3,2,3969,33.36819280902428,-112.27621206310947
4716,325 Sutter Trl,active,187100,4,2,3312,33.38562196855805,-112.35975729213314
4717,442 2nd Trl,active,187614,3,2,2032,33.51627691169423,-111.96533445587802
4718,125 Turk Trl,pending,123089,2,2,2439,33.401347023224105,-112.15488185727834
4719,611 Turk Way,sold,262337,2,3,2721,33.40576577212901,-112.32844862554131
4720,703 Page Way,active,272372,5,2,1688,33.41382302495396,-112.03552291250428
4721,353 Blake Vis,active,175179,5,2,3093,33.49672735290409,-111.93637482851037
4722,339 Sutter Wl,active,103601,4,2,1002,33.42154190298968,-112.24696475258115
4723,442 Page Wl,sold,203951,3,2,1975,33.43384667333015,-112.13108247009309
4724,695 California Vis,pending,120908,2,2,3500,33.543054320330064,-112.07650000469515
4725,435 Wall Ave,sold,229924,4,2,2287,33.36109570564754,-112.3139009768009
4726,21 9th Blvd,active,270104,4,1,2428,33.567853124624996,-112.25944015922278
4727,618 California Cir,active,286496,5,3,3501,33.37143061362221,-112.21663738861346
4728,735 5th St,sold,242038,5,3,3405,33.52335042113917,-111.87535340792171
4729,454 Post Way,sold,239851,5,3,2385,33.48076595665944,-111.96810048753119
4730,266 Walnut Wl,pending,269531,4,2,2218,33.588704687414044,-111.90530268763537
4731,303 Post Wl,pending,240606,4,2,3622,33.38642979512036,-112.26479683164672
4732,470 Walnut Trl,sold,224087,3,1,1869,33.54047663707799,-111.98871775896953
4733,315 6th Blvd,active,289407,4,3,3237,33.48971213686366,-112.2416020200732
4734,329 3rd Trl,sold,189979,2,2,2390,33.51109621891374,-112.32071767147005
4735,133 Page Wl,pending,113330,3,3,3839,33.522568133155445,-111.98278796519044
4736,250 Texas Trl,pending,123708,5,1,1525,33.53811234202991,-112.3041761067141
4737,175 8th Dv,active,281767,5,1,1714,33.475584510948806,-112.30582132865534
4738,306 Blake Wl,pending,285131,5,1,1406,33.53899417521336,-112.17740519798457
4739,51 Indiana Trl,sold,177460,4,3,2293,33.56630140340686,-112.1237203214694
4740,276 Blake Dv,pending,188621,2,3,1528,33.567724122262476,-112.04905393686052
